KEGG	Cpd	Formula	Mass	Exact Mass	MetaboAnalyst
C15459	13-Hydroxy-2-(hydroxymethylene)-3-oxo-13,17-seco-5alpha-androstan-17-oic acid, delta-lactone	C20H28O4	332.1988	332.198759	
C15460	17beta-Hydroxy-17-methyl-5alpha-androst-9(11)-en-3-one	C20H30O2	302.2246	302.22458	
C15461	17beta-Acetyl-1,2,3,4,6alpha,7alpha,10,12,13,14alpha,16,17-dodecahydro-3beta-hydroxy-10beta,13beta-dimethyl-5beta,8beta-etheno-15H-cyclopenta[a]phenanthrene-6,7-dicarboxylic anhydride acetate	C27H32O6	452.2199	452.219888	
C15462	cis-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3-carboxylic acid	C15H19NO3	261.1365	261.136493	
C15463	(R*,S*)-4-[1-Ethyl-2-(4-fluorophenyl)butyl]phenol	C18H21FO	272.1576	272.157643	
C15464	(+)-12-(2-Cyclopenten-1-yl)-2-dodecanone	C17H30O	250.2297	250.229665	
C15465	6-Oxabicyclo[3.1.0]hexane-2-undecanoic acid methyl ester	C17H30O3	282.2195	282.219494	
C15466	N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)maleamic acid	C17H11NO5	309.0637	309.063722	
C15467	6beta,17-Dihydroxy-3,5-cyclo-5alpha,17alpha-pregn-20-ene-21-carboxylic acid, gamma-lactone	C22H30O3	342.2195	342.219494	
C15468	3,5-Cyclo-5alpha,17alpha-pregn-20-yne-6beta,17-diol	C21H30O2	314.2246	314.22458	
C15469	Butylated hydroxyanisole				Butylated hydroxyanisole
C15470	Toxaphene				
C15471	Bismuth	Bi	208.9804	208.980399	Bismuth
C15472	Germanium	Ge	73.9212	73.921177	Germanium
C15473	Lithium	Li	7.016	7.016003	Lithium
C15474	Tropolone	C7H6O2	122.0368	122.036779	Tropolone
C15475	U 0521	C10H12O3	180.0786	180.078644	U 0521
C15476	Norselegiline	C12H15N	173.1204	173.120449	Norselegiline
C15477	CGP 28014	C12H19N3O	221.1528	221.152812	CGP 28014
C15478	D-Fucosamine	C6H13NO4	163.0845	163.084457	
C15479	D-Quinovosamine	C6H13NO4	163.0845	163.084457	
C15480	N-Acetyl-D-fucosamine	C8H15NO5	205.095	205.095022	
C15481	N-Acetyl-D-quinovosamine	C8H15NO5	205.095	205.095022	
C15482	Bacitracin A	C66H103N17O16S	1421.7489	1421.748941	Bacitracin
C15483	D-Galactonolactone				
C15484	Isopregnanolone	C21H34O2	318.2559	318.25588	Alloepipregnanolone
C15485	2'-Deoxymugineic acid	C12H20N2O7	304.1271	304.12705	2'-Deoxymugineic acid
C15486	3''-Deamino-3''-oxonicotianamine	C12H18N2O7	302.1114	302.1114	
C15488	Fluoroacetaldehyde	C2H3FO	62.0168	62.016792	
C15489	S-2-(Indol-3-yl)acetyl-CoA	C31H43N8O17P3S	924.168	924.167974	
C15492	all-trans-13,14-Dihydroretinol	C20H32O	288.2453	288.245315	All-trans-13,14-dihydroretinol
C15493	9-cis-Retinoic acid	C20H28O2	300.2089	300.20893	9-cis-Retinoic acid
C15494	Decylubiquinone	C19H30O4	322.2144	322.214409	
C15495	Decylubiquinol	C19H32O4	324.2301	324.230059	
C15496	Oxidized thiol-containing reductant	S2R2			
C15497	1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide	C11H16N2O5	256.1059	256.105921	(24R)-Cholest-5-ene-3-beta,24-diol
C15498	ROOH	HO2R			
C15499	Pentane-2,4-dione	C5H8O2	100.0524	100.052429	Pentane-2,4-dione
C15500	Mugineic acid	C12H20N2O8	320.122	320.121965	
C15501	3-Epihydroxymugineic acid	C12H20N2O9	336.1169	336.11688	
C15502	3-Epihydroxy-2'-deoxymugineic acid	C12H20N2O8	320.122	320.121965	
C15503	N,N-Dihydroxy-L-tyrosine	C9H11NO5	213.0637	213.063722	N,N-Dihydroxy-L-tyrosine
C15504	Demethylsulochrin	C16H14O7	318.074	318.073952	
C15505	2,3,5,6-Tetrachlorophenol	C6H2Cl4O	229.886	229.885975	
C15506	Steroid ester				
C15507	Steroid lactone				
C15508	1,2-Epoxypropane	C3H6O	58.0419	58.041864	Methyloxirane
C15509	Glyceocarpin	C20H20O5	340.1311	340.131073	Glyceollidin II
C15510	4-Glyceollidin	C20H20O5	340.1311	340.131073	4-Glyceollidin
C15511	Glyceollin III	C20H18O5	338.1154	338.115423	Glyceollin III
C15512	Phenylacetone	C9H10O	134.0732	134.073164	
C15513	Benzyl acetate	C9H10O2	150.0681	150.068079	Benzyl acetate
C15514	8'-Hydroxyabscisate	C15H20O5	280.1311	280.131073	8'-Hydroxyabscisate
C15515	Murideoxycholate	C24H40O4	392.2927	392.292659	Murocholic acid
C15516	Taurohyocholate	C26H45NO7S	515.2917	515.291673	Taurohyocholate
C15517	Hyodeoxycholate	C24H40O4	392.2927	392.292659	Hyodeoxycholic acid
C15518	(24S)-Cholest-5-ene-3beta,7alpha,24-triol	C27H46O3	418.3447	418.344695	7alpha,24S-Dihydroxycholesterol
C15519	25-Hydroxycholesterol	C27H46O2	402.3498	402.34978	25-Hydroxycholesterol
C15520	Cholest-5-ene-3beta,7alpha,25-triol	C27H46O3	418.3447	418.344695	7alpha,25-dihydroxycholesterol
C15521	Alkanesulfonate	CH3O3SR			Alkanesulfonate
C15522	4a-Hydroxytetrahydrobiopterin	C9H15N5O4	257.1124	257.112403	4a-Hydroxytetrahydrobiopterin
C15523	2,6-Dihydroxynicotinate	C6H5NO4	155.0219	155.021857	2,6-Dihydroxynicotinate
C15524	Phenylglyoxylyl-CoA	C29H40N7O18P3S	899.1363	899.136339	Phenylglyoxylyl-CoA
C15525	Eriodictyol chalcone	C15H12O6	288.0634	288.063388	(2E)-3-(3,4-dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)prop-2-en-1-one
C15527	Precorrin 1	C41H46N4O16	850.2909	850.290881	
C15528	[Cytochrome c]-arginine	C7H13N5O2R2			
C15529	[Cytochrome c]-N(omega)-methylarginine	C8H15N5O2R2			
C15530	Corydaline	C22H27NO4	369.194	369.194008	
C15531	2'-O-Methylisoliquiritigenin	C16H14O4	270.0892	270.089208	Isoliquiritigenin 2'-methy ether
C15532	N-Acetyl-L-citrulline	C8H15N3O4	217.1063	217.106255	N-a-Acetylcitrulline
C15533	4-Fluoro-L-threonine	C4H8FNO3	137.0488	137.048821	
C15534	2-Arylethylamine	C2H6NR			
C15535	N-Acetyl-2-arylethylamine	C4H8NOR			
C15536	Dihydromonacolin L	C19H30O3	306.2195	306.219494	
C15537	Taxuyunnanin C	C28H40O8	504.2723	504.272318	
C15538	10-Desacetyltaxuyunnanin C	C26H38O7	462.2618	462.261753	
C15539	Anthocyanidin 3-O-beta-D-glucoside	C21H19O10R2			
C15540	Anthocyanidin 3-O-(6-O-malonyl-beta-D-glucoside)	C24H22O13R			
C15541	NDP-glucose	C11H21O15P2R			
C15542	D-Mannosyl-1-phosphoundecaprenol	C61H101O9P	1008.7183	1008.718321	
C15543	6-(alpha-D-Mannosyl)-beta-D-mannosyl-R	C12H21O11R			
C15544	4-(N-Acetyl-beta-D-glucosaminyl)-beta-D-mannosyl-R	C14H24NO11R			
C15545	cis-Zeatin	C10H13N5O	219.112	219.11201	
C15546	O-beta-D-Glucopyranosyl-cis-zeatin	C16H23N5O6	381.1648	381.164833	Cis-zeatin-O-glucoside
C15547	1,4-Dihydroxy-2-naphthoyl-CoA	C32H42N7O19P3S	953.1469	953.146904	1,4-Dihydroxy-2-naphthoyl-CoA
C15548	2-alpha-D-Glucosyl-D-glucose	C12H22O11	342.1162	342.116211	
C15549	Anthocyanin	C15H10O2R			Anthocyanidins
C15550	Anthocyanin 3'-O-beta-D-glucoside	C21H20O8R			
C15551	CV 2961	C16H17ClN3O4. Na	373.0805	373.080528	CV 2961
C15552	PD 123177	C29H28N4O3	480.2161	480.21614	PD 123177
C15553	PD 123319	C31H32N4O3	508.2474	508.24744	PD 123319
C15554	EXP 3174	C22H21ClN6O2	436.1415	436.141451	E-3174
C15555	Flavonol 3-O-D-glycoside	C21H20O8	400.1158	400.115817	
C15556	L-3,4-Dihydroxybutan-2-one 4-phosphate	C4H9O6P	184.0137	184.013675	3,4-Dihydroxy-2-butanone 4-phosphate
C15557	Glycolithocholate	C26H43NO4	433.3192	433.319208	Lithocholic acid glycine conjugate
C15558	Dermatan 6'-sulfate	(C14H21NO14S)n			
C15559	Glycochenodeoxycholate 7-sulfate	C26H43NO8S	529.2709	529.270938	N-[(3a,5b,7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine
C15560	Deoxycholoyl-CoA	C45H74N7O19P3S	1141.3973	1141.397305	Deoxycholoyl-CoA
C15561	N-Benzylformamide	C8H9NO	135.0684	135.068413	
C15562	Benzylamine	C7H9N	107.0735	107.073499	Benzylamine
C15563	2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	C10H16N5O9P	381.0686	381.068564	2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
C15564	(R)-2-Haloacid	C2H2O2XR			
C15565	(S)-2-Hydroxyacid	C2H3O3R			
C15566	D-Dopachrome	C9H7NO4	193.0375	193.037507	D-Dopachrome
C15567	2,7,4'-Trihydroxyisoflavanone	C15H12O5	272.0685	272.068473	2,7,4'-Trihydroxyisoflavanone
C15568	7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate	C24H36O5	404.2563	404.256274	7a,12a-Dihydroxy-3-oxo-4-cholenoic acid
C15569	12alpha-Hydroxy-3-oxochola-4,6-dienoate	C24H34O4	386.2457	386.245709	
C15570	Dihydroflavonol	C15H12O3	240.0786	240.078644	
C15571	Catechol	C6H6O2	110.0368	110.036779	Pyrocatechol
C15572	Guaiacol	C7H8O2	124.0524	124.052429	o-Methoxyphenol
C15573	beta-D-Glucuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminylproteoglycan	C14H22NO12R			
C15574	N-Acetyl-alpha-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminylproteoglycan	C22H35N2O17R			
C15575	N-Acetyl-alpha-D-glucosaminyl-(1->4)-beta-D-glucuronosylproteoglycan	C14H22NO12R			
C15576	beta-D-Glucuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-(1->4)-beta-D-glucuronosylproteoglycan	C20H30NO18R			
C15577	N-Acetyl-beta-D-galactosaminyl-(1->4)-beta-D-glucuronosylproteoglycan	C14H22NO12R			
C15578	beta-D-Glucuronosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)-beta-D-glucuronosylproteoglycan	C20H30NO18R			
C15579	Flavanone 7-O-[alpha-L-rhamnosyl-(1->2)-beta-D-glucoside]	C27H32O12	548.1894	548.189376	
C15580	Flavonol 7-O-beta-D-glucoside	C21H20O9	416.1107	416.110732	
C15581	Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside	C27H30O13	562.1686	562.168641	
C15582	Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside	C33H40O18	724.2215	724.221464	
C15583	Phenyl acetate	C8H8O2	136.0524	136.052429	Phenyl acetate
C15584	Phenol	C6H6O	94.0419	94.041864	Phenol
C15585	myo-Inositol phosphate				
C15586	N-D-Ribosylpurine	C10H12N4O4	252.0859	252.085854	
C15587	Purine	C5H4N4	120.0436	120.043596	Purine
C15588	Glycol	C2H6O2	62.0368	62.036779	Polyethylene glycol
C15589	Chalcone	C15H12O	208.0888	208.088815	Chalcone
C15590	Acylglycerol				
C15591	(6R)-2-Acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6-methyl-2,4-cyclohexadien-1-one	C18H18O7	346.1053	346.105252	
C15592	Pyranose				
C15593	2-Dehydropyranose				
C15594	Pyranoside				
C15595	3-Dehydropyranoside				
C15596	n-Alkanal				
C15597	Alk-2-enal				
C15598	Flavanol	C15H14O2	226.0994	226.099379	
C15599	6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate	C14H14N2O8	338.075	338.075015	
C15601	Glyceollin				
C15602	Quinone				
C15603	Hydroquinone				
C15604	Prenal	C5H8O(C5H8)n-1			3-Methyl-2-butenal
C15605	N-Formyl-D-kynurenine	C11H12N2O4	236.0797	236.079706	
C15606	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	C6H10O3S	162.0351	162.035065	1,2-Dihydroxy-3-keto-5-methylthiopentene
C15607	3-Oxo-3-ureidopropanoate	C4H6N2O4	146.0328	146.032756	3-Oxo-3-ureidopropanoate
C15608	Flavone	C15H10O2	222.0681	222.068079	Flavone
C15609	3',5'-Dihydroxyflavanone	C15H12O4	256.0736	256.073558	
C15610	Cholest-5-ene-3beta,26-diol	C27H46O2	402.3498	402.34978	27-hydroxy-cholesterol
C15612	Senecionine N-oxide	C18H25NO6	351.1682	351.168187	Senecionine N-oxide
C15613	(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA	C48H80N7O20P3S	1199.4392	1199.43917	(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA
C15614	(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA	C48H80N7O21P3S	1215.4341	1215.434084	(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA
C15615	7-Hydroxyisoflavone	C15H10O3	238.063	238.062994	7-hydroxy-3-phenyl-4H-chromen-4-one
C15616	7-Methoxyisoflavone	C16H12O3	252.0786	252.078644	
C15617	Pirinixic acid	C14H14ClN3O2S	323.0495	323.049525	
C15618	Sobetirome	C20H24O4	328.1675	328.167459	
C15619	Am 580	C22H25NO3	351.1834	351.183443	
C15620	GW 6471	C35H36F3N3O5	635.2607	635.260705	
C15622	GW 7647	C29H46N2O3S	502.3229	502.322914	
C15623	GW 409544	C31H30N2O5	510.2155	510.215472	
C15624	GW 2433	C28H28Cl3FN2O4	580.1099	580.109868	
C15625	GW 0742	C21H17F4NO3S2	471.0586	471.058598	
C15626	GW 1929	C30H29N3O4	495.2158	495.215806	
C15627	GW 9662	C13H9ClN2O3	276.0302	276.030169	
C15628	SR 12813	C24H42O7P2	504.2406	504.240577	
C15629	CGP 52608	C8H12N4OS2	244.0453	244.045253	
C15630	T 0901317	C17H12F9NO3S	481.0394	481.039417	
C15631	GW 3965	C33H31ClF3NO3	581.1945	581.194456	
C15632	24(S),25-Epoxycholesterol	C27H44O2	400.3341	400.33413	24,25-epoxy-cholesterol
C15633	5,6-24(S),25-Diepoxycholesterol	C27H44O3	416.329	416.329045	5alpha,6alpha-24S,25-diepoxy-cholesterol
C15634	Arotinoid acid	C24H28O2	348.2089	348.20893	
C15635	GW 4064	C28H22Cl3NO4	541.0614	541.061441	
C15636	6-Ethylchenodeoxycholic acid	C26H44O4	420.324	420.323959	
C15637	Pregnenolone carbonitrile	C22H31NO2	341.2355	341.235479	
C15638	3-Androstanol	C19H32O	276.2453	276.245315	
C15639	CITCO	C19H12Cl3N3OS	434.9767	434.976666	
C15640	LG 100268	C24H29NO2	363.2198	363.219829	
C15641	XCT 790	C23H13F9N4O3S	596.0565	596.056464	
C15642	GSK 4716	C17H18N2O2	282.1368	282.136827	
C15643	Dexamethasone	C22H29FO5	392.1999	392.199902	Dexamethasone
C15644	GW 0791	C25H30O3	378.2195	378.219494	
C15645	1-(1-Alkenyl)-sn-glycerol	C5H9O3R			1-(1-Alkenyl)-sn-glycerol
C15646	1-(1-Alkenyl)-sn-glycero-3-phosphate	C5H10O6PR			LysoPA(P-16:0e/0:0)
C15647	2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate	C6H9O7PR2			PA(P-16:0e/18:2(9Z,12Z))
C15648	Octachlorocamphene	C10H8Cl8	407.8134	407.813421	
C15649	Fexaramine	C32H36N2O3	496.2726	496.272593	
C15650	2,3-Diketo-5-methylthiopentyl-1-phosphate	C6H11O6PS	242.0014	242.001396	5-(Methylthio)-2,3-dioxopentyl phosphate
C15651	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate	C6H11O6PS	242.0014	242.001396	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate
C15652	Neomycin C	C23H46N6O13	614.3123	614.312285	Neomycin C
C15653	Peptide-L-methionine (R)-S-oxide	C6H10N2O3SR2			
C15654	Kni 102	C31H41N5O7	595.3006	595.300598	
C15655	Kynostatin 272	C33H41N5O6S2	667.2498	667.249826	
C15656	alpha-N-Acetyl-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosylproteoglycan	C35H55N3O28R2			
C15657	BILA 2185BS	C35H46N4O4S	618.324	618.323977	
C15658	6-(alpha-D-Glucosaminyl)-1D-myo-inositol	C12H23NO10	341.1322	341.132195	6-(alpha-D-Glucosaminyl)-1D-myo-inositol
C15659	TMC 126	C28H38N2O8S	562.2349	562.234887	TMC 126
C15660	A 77003	C44H58N8O6	794.4479	794.447931	A 77003
C15661	A 80987	C37H43N5O6	653.3213	653.321334	A 80987
C15662	Dmp 323	C35H38N2O5	566.2781	566.278072	Dmp 323
C15663	CMN 131	C7H8N2S. HCl	188.0175	188.017497	
C15664	B 823-08	C16H14F3N3OS	353.081	353.080967	
C15665	Ro 18-5364	C22H25N3O3S	411.1617	411.161662	
C15666	(7R)-7-(4-Carboxybutanamido)cephalosporanate	C15H18N2O8S	386.0784	386.078386	(7R)-7-(4-Carboxybutanamido)cephalosporanate
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	C9H14N3O9P	339.0468	339.046766	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole
C15668	1-Pyrroline	C4H7N	69.0578	69.057849	1-Pyrroline
C15669	Teicoplanin A3	C66H57Cl2N8O23(R3)			
C15670	Heme A	C49H56FeN4O6	852.3549	852.354921	Chenodeoxyglycocholoyl-CoA
C15672	Heme O	C49H58FeN4O5	838.3757	838.375657	Heme O
C15673	2-Dehydro-L-idonate	C6H10O7	194.0427	194.042652	
C15674	Myxothiazol A	C25H33N3O3S2	487.1963	487.196334	
C15675	Myxothiazol Z	C26H34N2O4S2	502.196	502.195999	
C15676	HC-toxin	C21H32N4O6	436.2322	436.232184	
C15677	Leinamycin	C22H26N2O6S3	510.0953	510.0953	
C15678	Chalcomycin	C35H56O14	700.367	700.367006	
C15679	Lankamycin	C42H72O16	832.482	832.482036	
C15680	Mycinamicin II	C37H61NO13	727.4143	727.414291	Mycinamicin II
C15681	Mycinamicin III	C36H59NO11	681.4088	681.408811	Mycinamicin III
C15682	Mycinamicin VI	C35H57NO11	667.3932	667.393161	
C15683	Mycinamicin VII	C29H47NO7	521.3353	521.335252	Mycinamicin VII
C15684	Mycinamicin VIII	C29H47NO6	505.3403	505.340338	Mycinamicin VIII
C15685	Protomycinolide IV	C21H32O4	348.2301	348.230059	Protomycinolide IV
C15686	Arthrofactin	C64H111N11O20	1353.8007	1353.800685	
C15687	Borrelidin	C28H43NO6	489.309	489.309038	
C15688	Vicenistatin	C30H48N2O4	500.3614	500.361408	
C15689	Aureothin	C22H23NO6	397.1525	397.152537	
C15690	Salinomycin	C42H70O11	750.4918	750.491813	
C15691	Anabaenopeptilide 90A	C46H64N8O14	952.4542	952.454198	
C15692	Anabaenopeptilide 90B	C45H61ClN8O14	972.3996	972.399576	
C15693	Barbamide	C20H23Cl3N2O2S	460.0546	460.054582	
C15694	Epothilone C	C26H39NO5S	477.2549	477.254894	
C15695	Complestatin	C61H45Cl6N7O15	1325.1105	1325.110479	
C15696	Melithiazol A	C20H26N2O4S2	422.1334	422.133399	
C15697	Nostopeptolide A1	C53H80N10O14	1080.5855	1080.585547	
C15698	Nostopeptolide A2	C52H78N10O14	1066.5699	1066.569897	
C15699	gamma-L-Glutamylputrescine	C9H19N3O3	217.1426	217.142641	Gamma-glutamyl-L-putrescine
C15700	gamma-Glutamyl-gamma-aminobutyraldehyde	C9H16N2O4	216.111	216.111007	gamma-Glutamyl-gamma-aminobutyraldehyde
C15701	Syringolin A	C24H39N5O6	493.29	493.290033	
C15702	Tubulysin A	C43H65N5O10S	843.4452	843.445214	
C15703	Tubulysin B	C42H63N5O10S	829.4296	829.429564	
C15704	Tubulysin D	C43H65N5O9S	827.4503	827.450299	
C15705	Tubulysin E	C42H63N5O9S	813.4346	813.434649	
C15706	Spinosyn H	C40H63NO10	717.4452	717.445197	
C15707	Spinosyn J	C40H63NO10	717.4452	717.445197	
C15708	Spinosyn K	C40H63NO10	717.4452	717.445197	
C15709	Spinosyn P	C39H61NO10	703.4295	703.429547	
C15710	Phoslactomycin B	C25H40NO8P	513.2492	513.249154	
C15711	Balhimycin	C66H73Cl2N9O24	1445.4146	1445.414549	
C15712	Melithiazole E	C20H26N2O4S2	422.1334	422.133399	
C15713	Nodularin	C41H60N8O10	824.4432	824.44324	
C15714	Myxochromide S1	C38H54N6O8	722.4003	722.400312	
C15715	Myxochromide S2	C39H56N6O8	736.416	736.415962	
C15716	Myxochromide S3	C40H56N6O8	748.416	748.415962	
C15717	ECO 02301	C70H108N2O20	1296.7495	1296.749543	
C15718	Pyoverdine I	C55H83N17O22	1333.5899	1333.589857	
C15719	Coelichelin	C21H39N7O11	565.2708	565.270755	
C15720	Lyngbyatoxin	C27H39N3O2	437.3042	437.304227	
C15721	Triostin A	C50H62N12O12S2	1086.4052	1086.405157	
C15722	Quinomycin A	C51H64N12O12S2	1100.4208	1100.420807	
C15723	Nostocyclopeptide A1	C37H56N8O9	756.417	756.417025	
C15724	Nostocyclopeptide A2	C40H54N8O9	790.4014	790.401375	
C15725	Nostocyclopeptide A3	C41H56N8O9	804.417	804.417025	
C15726	Zwittermicin A	C13H28N6O8	396.1969	396.196861	
C15727	Thiocoraline	C48H56N10O12S6	1156.2403	1156.240344	
C15728	Chivosazole A	C49H71NO12	865.4976	865.497626	
C15729	Chivosazole B	C48H69NO12	851.482	851.481976	
C15730	Chivosazole C	C47H67NO12	837.4663	837.466326	
C15731	Chivosazole D	C47H67NO12	837.4663	837.466326	
C15732	Chivosazole E	C46H65NO12	823.4507	823.450676	
C15733	Chivosazole F	C41H57NO8	691.4084	691.408417	
C15734	Patellamide A	C35H50N8O6S2	742.3295	742.329473	
C15735	Patellamide C	C37H46N8O6S2	762.2982	762.298173	
C15736	Patellamide B	C38H48N8O6S2	776.3138	776.313823	
C15737	Patellamide D	C38H48N8O6S2	776.3138	776.313823	
C15738	Ascidiacyclamide	C36H52N8O6S2	756.3451	756.345123	
C15739	Westiellamide	C27H42N6O6	546.3166	546.316583	
C15740	Enniatin B	C33H57N3O9	639.4095	639.40948	
C15741	Methylsulfomycin I	C55H54N16O16S2	1258.3345	1258.334512	
C15742	Cyanopeptolin A	C46H72N10O12	956.5331	956.533117	
C15743	Cyanopeptolin S	C40H63N9O14S	925.4215	925.421518	
C15744	Aeruginopeptin 95A	C56H75N9O17	1145.5281	1145.528091	
C15745	Aeruginopeptin 95B	C56H79N9O17	1149.5594	1149.559392	
C15746	Aeruginopeptin 228A	C52H68N8O15	1044.4804	1044.480413	
C15747	Aeruginopeptin 228B	C52H72N8O15	1048.5117	1048.511713	
C15748	Aeruginopeptin 917S-A	C54H72N8O15	1072.5117	1072.511713	
C15749	Aeruginopeptin 917S-B	C54H76N8O15	1076.543	1076.543013	
C15750	Aeruginopeptin 917S-C	C51H74N8O14	1022.5324	1022.532449	
C15751	Spicamycin	C30H51N7O7	621.385	621.384997	
C15752	Lienomycin	C67H107NO18	1213.7488	1213.748815	
C15753	Dihydroalbocycline	C18H30O4	310.2144	310.214409	
C15754	Septacidin	C30H51N7O7	621.385	621.384997	
C15755	Dihydropicromycin	C28H49NO8	527.3458	527.345817	
C15756	Antibiotic TA	C35H61NO8	623.4397	623.439717	
C15757	Enniatin B4	C34H59N3O9	653.4251	653.42513	
C15758	Lankacidin C	C25H33NO7	459.2257	459.225702	
C15759	Hedamycin	C41H50N2O11	746.3415	746.34146	
C15760	Pederin	C25H45NO9	503.3094	503.309432	
C15761	Concanamycin A	C46H75NO14	865.5188	865.518756	
C15762	Onnamide A	C39H63N5O12	793.4473	793.447322	
C15763	SW 163C	C52H60N10O14S2	1112.3732	1112.373189	
C15764	UK 63598	C53H62N10O14S2	1126.3888	1126.388839	
C15765	Coronafacic acid	C12H16O3	208.1099	208.109944	
C15766	Halstoctacosanolide A	C48H76O12	844.5337	844.533677	
C15767	4-(L-gamma-Glutamylamino)butanoate	C9H16N2O5	232.1059	232.105921	4-(Glutamylamino) butanoate
C15769	HBOA	C8H7NO3	165.0426	165.042593	(R)-2-Hydroxy-2H-1,4-benzoxazin-3(4H)-one
C15770	DIBOA	C8H7NO4	181.0375	181.037507	2,4-Dihydroxy-2H-1,4-benzoxazin-3(4H)-one
C15771	TRIBOA	C8H7NO5	197.0324	197.032422	
C15772	DIBOA-glucoside	C14H17NO9	343.0903	343.090331	DIBOA-glucoside
C15773	Bleomycin	C50H71N16O21S2R			
C15774	Bleomycin A	C53H78N17O21S2R			
C15775	Bleomycin B	C50H72N17O21S2R			
C15776	4alpha-Methylfecosterol	C29H48O	412.3705	412.370516	4a-Methylfecosterol
C15777	Episterol	C28H46O	398.3549	398.354866	Episterol
C15780	5-Dehydroepisterol	C28H44O	396.3392	396.339216	5-Dehydroepisterol
C15781	24-Methylenecholesterol	C28H46O	398.3549	398.354866	24-Methylenecholesterol
C15782	Delta7-Avenasterol	C29H48O	412.3705	412.370516	Delta7-Avenasterol
C15783	5-Dehydroavenasterol	C29H46O	410.3549	410.354866	5-Dehydroavenasterol
C15784	Campest-4-en-3beta-ol	C28H48O	400.3705	400.370516	campest-4-en-3beta-ol
C15785	Campest-4-en-3-one	C28H46O	398.3549	398.354866	Campest-4-en-3-one
C15786	5alpha-Campestan-3-one	C28H48O	400.3705	400.370516	(5Alpha)-campestan-3-one
C15787	Campestanol	C28H50O	402.3862	402.386166	
C15788	6alpha-Hydroxycampestanol	C28H50O2	418.3811	418.38108	
C15789	6-Oxocampestanol	C28H48O2	416.3654	416.36543	6-Oxocampestanol
C15790	Cathasterone	C28H48O3	432.3603	432.360345	Cathasterone
C15791	Teasterone	C28H48O4	448.3553	448.35526	Teasterone
C15792	3-Dehydroteasterone	C28H46O4	446.3396	446.339609	
C15793	Typhasterol	C28H48O4	448.3553	448.35526	2-Deoxycastasterone
C15794	Castasterone	C28H48O5	464.3502	464.350174	Castasterone
C15795	22alpha-Hydroxy-campesterol	C28H48O2	416.3654	416.36543	22alpha-Hydroxy-campesterol
C15796	(22S)-22-Hydroxycampest-4-en-3-one	C28H46O2	414.3498	414.34978	22alpha-Hydroxy-campest-4-en-3-one
C15797	22alpha-Hydroxy-5alpha-campestan-3-one	C28H48O2	416.3654	416.36543	(22Alpha)-hydroxy-5alpha-campestan-3-one
C15798	6-Deoxocathasterone	C28H50O2	418.3811	418.38108	6-Deoxocathasterone
C15799	6-Deoxoteasterone	C28H50O3	434.376	434.375995	6-Deoxoteasterone
C15800	3-Dehydro-6-deoxoteasterone	C28H48O3	432.3603	432.360345	3-Dehydro-6-deoxoteasterone
C15801	6-Deoxotyphasterol	C28H50O3	434.376	434.375995	6-Deoxotyphasterol
C15802	6-Deoxocastasterone	C28H50O4	450.3709	450.37091	6-Deoxocastasterone
C15803	6alpha-Hydroxycastasterone	C28H50O5	466.3658	466.365824	6alpha-Hydroxy-castasterone
C15804	p-Hydroxyphenyl lignin				p-Hydroxyphenyl lignin
C15805	Guaiacyl lignin				Guaiacyl lignin
